,tweets,sentiment
6079,"['breezy', 'luvvie']",0
6080,"['people', 'hard', 'know', 'remember', 'end', 'day']",1
6081,"['worry', 'make', 'look', 'problem', 'god', 'make', 'look', 'promise']",1
6082,"['extreme', 'sadness']",0
6083,"['liver', 'elate']",0
6084,"['reality', 'form', 'endless', 'tragedy', 'know', 'react', 'first', 'frighten', 'repeat', 'another']",0
6085,"['beautiful', 'day']",1
6086,"['shy', 'great', 'people', 'tone', 'up', 'light', 'thumbs', 'skin']",1
6087,"['ibama', 'describe', 'temperament', 'steady', 'buoyant', 'side']",1
6088,"['important', 'characteristic', 'leadership', 'lack']",1
6089,"['however', 'agent', 'inauthentic', 'sister', 'still', 'love', 'still', 'alive', 'guess', 'bad']",1
6090,"['vote', 'like', 'stick', 'knife', 'toaster']",0
6091,"['outrage', 'pass', 'replace', 'mute', 'fatalistic', 'acceptance', 'current', 'situation']",1
6092,"['haunt', 'favorite', 'horror', 'movie', 'actually', 'one', 'favorite', 'movie', 'time', 'matter', 'genre']",0
6093,"['grim', 'night', 'fire']",0
6094,"['warm', 'universal', 'language', 'kindness', 'william', 'arthur', 'ward']",1
6095,"['watch', 'crimewatch', 'kind', 'sick', 'fuck', 'touch', 'year', 'olds', 'shit', 'like', 'make', 'fume', 'pouting', 'face']",0
6096,"['head', 'still', 'ibiza', 'body', 'sit', 'desk', 'work']",0
6097,"['pour', 'sink', 'let', 'drink']",0
6098,"['reorder', 'pale', 'would', 'pay', 'phone', 'call', 'would', 'freak', 'say', 'anything']",0
6099,"['yes', 'get', 'low', 'know', 'feel', 'damage', 'low', 'enough', 'never', 'mind', 'ring', 'enrage']",1
6100,"['city', 'barr']",0
6101,"['man', 'city', 'kit', 'dreadful']",0
6102,"['black', 'female', 'leo', 'shot', 'time', 'die', 'philadelphia', 'black', 'people', 'blue', 'heart']",0
6103,"['love', 'mother', 'talk', 'recent', 'horrific', 'murder', 'exhaust', 'really', 'america', 'feel']",0
6104,"['suppose', 'work', 'wwf', 'dude', 'thanks', 'piss']",0
6105,['shy'],1
6106,"['gon', 'get', 'acupuncture', 'today', 'damn', 'anxiety', 'face', 'upside-down']",0
6107,"['bore', 'leave', 'kick', 'snapshot']",0
6108,"['already', 'get', 'aggravate', 'fast', 'like', 'aggravate', 'purpose']",0
6109,"['put', 'winter', 'duvet', 'snowman', 'rain', 'drops', 'face', 'wind', 'with', 'snowflake', 'umbrella']",1
6110,"['something', 'cyber', 'bully', 'would', 'say']",0
6111,"['christmas', 'episode', 'genuinely', 'tear', 'laughter']",1
6112,"['nervous', 'wreck', 'omg']",0
6113,"['left', 'want', 'play', 'heavier', 'game', 'need', 'offense', 'tho', 'amongst', 'others']",1
6114,"['another', 'happy', 'customer']",1
6115,"['lol', 'yeah', 'read', 'stayed', 'nap', 'till', 'collect', 'people', 'think', 'get', 'joy', 'face', 'tears', 'of', 'with']",0
6116,"['yeah', 'hate', 'air', 'raid', 'like', 'oregon', 'taylor', 'offense', 'fan', 'ole', 'miss', 'one', 'either']",0
6117,"['sparkle', 'look', 'like', 'gay', 'vampire', 'smiling', 'face', 'grinning', 'with', 'eyes']",0
6118,['growl'],0
6119,['cheer'],1
6120,"['god', 'full', 'shilling', 'seriously', 'need', 'major', 'rethink', 'lab', 'give', 'lifetime']",0
6121,"['first', 'get', 'book', 'sign', 'barely', 'take', 'picture', 'cut', 'shake', 'face', 'crying', 'loudly']",0
6122,"['wen', 'love', 'cheat', 'wen', 'thy', 'understand', 'emotion', 'behind', 'anger', 'constant', 'waiting']",0
6123,"['lord', 'turn', 'face', 'toward', 'give', 'peace', 'number']",1
6124,"['tone', 'favourite', 'chris', 'pine', 'stand', 'love', 'tone', 'anything', 'sweet', 'summer', 'child', 'attack', 'anyone', 'hurt']",0
6125,"['job', 'interview', 'tomorrow', 'side', 'sunglasses', 'with', 'smiling', 'face']",1
6126,"['sometimes', 'watch', 'shitty', 'reinforce', 'never', 'give', 'cut', 'something', 'fuck', 'awful', 'still', 'stand', 'chance']",1
6127,"['start', 'work', 'trw', 'all', 'nervous', 'lol']",0
6128,"['please', 'know', 'family', 'blue']",1
6129,"['book', 'flick', 'insane', 'like', 'holy', 'crap']",0
6130,"['heck', 'move', 'fridge', 'knock', 'landlord', 'door']",0
6131,"['get', 'new', 'movie', 'tonight', 'artist', 'flake', 'time', 'say', 'tattooing']",0
6132,"['past', 'mistake', 'similar', 'terror', 'pretty', 'remarkable']",1
6133,"['ever', 'know', 'change', 'vibe', 'ruin', 'consider', 'hold', 'grudge', 'cold', 'smiling', 'face', 'sweat', 'mouth', 'with', '&', 'open']",0
6134,"['think', 'learn', 'classical', 'ancient', 'japanese', 'might', 'help', 'get', 'permanently', 'depression', 'sometimes', 'suffer', 'sudden']",1
6135,"['look', 'like', 'heyday']",0
6136,"['ffs', 'clan', 'seriously', 'never', 'dishearten']",0
6137,"['encouragement', 'today', 'dog', 'head', 'fog']",1
6138,"['pro', 'lifer', 'condemn', 'see', 'criticize', 'dismal', 'american', 'foster', 'care', 'adoption', 'system']",0
6139,"['try', 'home', 'tonight', 'run', 'run', 'champ']",0
6140,"['american', 'think', 'medium', 'nothing', 'government', 'propaganda']",0
6141,"['bad', 'slash', 'price', 'send', 'refugee', 'camp', 'like', 'team', 'gear', 'lose', 'championship']",0
6142,"['either', 'look', 'like', 'rag', 'bitch', 'obnoxious', 'laugh', 'something', 'funny', 'think', 'middle', 'ground']",0
6143,"['literally', 'burst', 'laugh']",1
6144,"['social', 'share', 'dark', 'web', 'traffic', 'come']",0
6145,"['son', 'friend', 'casebook', 'yet', 'mop', 'around', 'house', 'complain', 'one', 'talk', 'right', 'son']",0
6146,"['tip', 'everyone', 'stop', 'offend', 'end']",1
6147,"['great', 'programme', 'tonight']",0
6148,"['sobriety', 'try', 'make', 'sober', 'fashionable']",1
6149,"['remember', 'day', 'still', 'know', 'pop', 'thinking', 'sad', 'life', 'without', 'pop', 'fan']",0
6150,"['blake', 'lively', 'flawless']",1
6151,['tremor'],0
6152,"['laughed', 'bit', 'course', 'aria', 'shook', 'head', 'calm', 'mirth', 'could', 'listen', 'mikey', 'actually']",1
6153,['follow'],0
6154,"['american', 'horror', 'story', 'chill', 'tonight', 'relieved', 'face']",0
6155,"['sitcom', 'well', 'laugh', 'sheldon', 'leonard', 'sober', 'real', 'two', 'way']",1
6156,"['otherwise', 'commit', 'crime', 'soul', 'sober', 'ppl', 'know', 'good', 'bad']",1
6157,"['tear', 'inappropriate', 'day', 'holy', 'lord', 'grieve', 'joy', 'lord', 'strength', 'nehemiah']",1
6158,"['world', 'want']",1
6159,"['people', 'still', 'get', 'grudge', 'reason', 'like', 'wwf']",0
6160,"['every', 'time', 'hear', 'organ', 'kick', 'new', 'break', 'goody', 'smile']",0
6161,"['imagine', 'twitter', 'fume', 'corbyn', 'lose', 'election', 'smith', 'lead', 'labour', 'bad', 'result', 'suggest', 'corbyn', 'imagine']",0
6162,"['rather', 'see', 'kyle', 'can', 'play', 'say', 'something']",0
6163,"['like', 'cold', 'gloomy', 'weather']",0
6164,"['boy', 'fall', 'make', 'miss', 'cheer', 'friday', 'night', 'much', 'voodoo', 'bad', 'prints', 'paw']",0
6165,"['put', 'word', 'every', 'day', 'line', 'tape', 'away', 'dashing']",1
6166,"['fret', 'cool', 'human', 'follow', 'become', 'instantly', 'cool']",0
6167,"['encouragement', 'today', 'dog', 'head', 'fog']",1
6168,"['like', 'keep', 'grind', 'boy', 'life', 'change', 'one', 'year', 'even', 'dark', 'sun', 'shin', 'somewhere']",1
6169,"['find', 'amidst', 'sadness', 'frustration', 'race', 'anger', 'remain', 'hopeful', 'earth', 'fixer']",1
6170,"['return', 'matt', 'damon', 'director', 'paul', 'greengross', 'bring', 'back', 'exhilarate', 'rather', 'face', 'entertainment', 'movie']",1
6171,"['anger', 'willing', 'take', 'people', 'world', 'general', 'worst', 'indefensible', 'kind']",0
6172,"['act', 'violence', 'nif', 'mourn', 'past', 'away']",0
6173,"['always', 'weird', 'grudge', 'stingray', 'ever', 'since', 'one', 'kill', 'steve', 'irwin']",0
6174,"['literally', 'fume', 'fuck', 'sake']",0
6175,"['please', 'inc', 'talk', 'loot', 'say', 'pure', 'def', 'well']",1
6176,"['shot', 'black', 'police', 'woman', 'typical', 'loony', 'toon', 'thinking']",0
6177,"['talk', 'week', 'still', 'initiate', 'refund', 'transaction']",0
6178,"['imagine', 'bitter', 'bias', 'date', 'send', 'threat', 'partner', 'like', 'nasty', 'even', 'know', 'exist']",0
6179,"['halloween', 'party', 'come', 'soon']",0
6180,"['want', 'peace', 'prepare', 'war', 'destroy', 'terror', 'state', 'like', 'pakistan']",0
6181,"['wait', 'hear', 'say', 'brilliant', 'hawk', 'rich', 'poor', 'taste']",0
6182,"['book', 'write', 'lot', 'happen', 'make', 'moor', 'angry', 'please', 'man', 'hide', 'evil', 'deed']",0
6183,"['ever', 'put', 'fist', 'laptop', 'screen', 'time', 'new', 'one', 'mao']",0
6184,"['girl', 'tribute', 'droplets', 'sweat', 'face', 'stuck-out', 'with', 'eye', '&', 'winking', 'tongue']",0
6185,"['please', 'night', 'lane', 'next', 'round', 'bring', 'liverpool', 'anfield']",0
6186,"['butter', 'wall', 'nightmare']",0
6187,"['shot', 'black', 'police', 'woman', 'typical', 'loony', 'toon', 'thinking']",0
6188,"['would', 'always', 'honest', 'great', 'feedback', 'opinion', 'brand', 'want', 'offend']",1
6189,"['feel', 'horrible', 'accounting', 'today', 'physically', 'mentally', 'okay', 'sleepy', 'face']",0
6190,"['find', 'australia']",0
6191,"['ooooooooh', 'god', 'uuuugggghhhhhhhhh']",0
6192,"['a lot', 'interested', 'hearing', 'bout', 'difference', 'party', 'political', 'ideology', 'party', 'murky', 'origin', 'irrefutable']",0
6193,"['impractical', 'joker', 'practically', 'genius']",1
6194,"['perhaps', 'miss', 'another', 'season', 'ihwph', 'you', 'joyous', 'gleeful', 'prospect', 'eat']",1
6195,"['shame', 'show', 'elephant', 'hunt', 'kill']",0
6196,"['happy', 'birthday', 'short', 'stay', 'fine', 'stay', 'breezy', 'stay', 'wavy', 'kiss', 'blowing', 'a', 'face']",0
6197,"['really', 'hate', 'mel', 'sue', 'think', 'hilarious', 'awful']",0
6198,"['bus', 'unreliable', 'ticket', 'app', 'unable', 'get', 'two', 'bus', 'late', 'work', 'reply']",0
6199,"['math', 'ago', 'sign', 'velocity', 'deal', 'month', 'still', 'point']",0
6200,"['try', 'ask', 'cheeseburger', 'onion', 'mustard']",0
6201,"['finally', 'tell', 'therapist', 'sexuality', 'last', 'frontier', 'sure']",0
6202,"['tire', 'body', 'mind', 'sparkle', 'teeth', 'say', 'follower', 'good', 'night', 'apocalypse', 'good', 'luck']",0
6203,['despondent'],0
6204,"['get', 'call', 'white', 'devil', 'train', 'dint', 'know', 'whether', 'laugh', 'offend']",0
6205,"['sulky', 'pant']",0
6206,"['hold', 'make', 'make', 'make', 'set']",1
6207,"['eat', 'egg', 'grim', 'eating', 'material', 'embodiment', 'fart', 'unborn', 'chick']",0
6208,"['pakistan', 'big', 'victim', 'terrorism', 'nawaz', 'sharif', 'really', 'big', 'creator', 'terrorism']",0
6209,"['guess', 'sober']",0
6210,"['know', 'patron', 'think', 'tell']",0
6211,"['little', 'hour', 'away', 'arrive', 'soon', 'fret']",1
6212,"['cruel', 'cruel', 'man']",0
6213,"['watch', 'zealander']",0
6214,"['air', 'radio', 'film', 'lot', 'fan', 'pond']",1
6215,"['pussy', 'dark']",0
6216,"['heart', 'flutter']",1
6217,"['arrive', 'office', 'day', 'first', 'ever', 'festival', 'internet']",0
6218,"['take', 'first', 'baby', 'step', 'let', 'hope', 'start', 'run']",1
6219,"['probs', 'spend', 'grand', 'total', 'five', 'minute', 'sober', 'since', 'sunday', 'evening']",0
6220,"['ugh', 'asleep', 'yet', 'think', 'low', 'key', 'afraid', 'might', 'miss', 'something']",0
6221,"['plus', 'point', 'queue', 'loos', 'plus', 'point', 'nope', 'think']",0
6222,"['woman', 'like', 'girl', 'resent', 'look', 'great', 'wish', 'still', 'look', 'like']",0
6223,"['fun', 'ing', 'job', 'report', 'news', 'another', 'bully', 'basket', 'freedom', 'fear']",0
6224,"['yes', 'shock', 'islamophobic', 'india', 'consider', 'many', 'muslim', 'live']",0
6225,"['hey', 'phil', 'gutting', 'thank', 'follow', 'appreciate']",1
6226,"['fell', 'play', 'ahead', 'guy', 'let', 'sink']",0
6227,"['least', 'blake', 'lively', 'ryan', 'reynolds', 'still', 'together', 'god', 'bless', 'beaut', 'couple']",1
6228,"['tonight', 'episode', 'give', 'life', 'yaassss', 'queen']",1
6229,"['knew', 'would', 'definitely', 'buy', 'live', 'texas', 'play', 'dfs', 'depress']",0
6230,"['anyone', 'know', 'sims', 'dual', 'sim', 'phone', 'lock', 'network']",0
6231,"['ppl', 'get', 'trigger', 'smile', 'irrelevant']",1
6232,"['pity', 'sheep']",0
6233,"['good', 'second', 'half', 'team', 'season']",1
6234,"['plus', 'hearty', 'pour']",1
6235,"['thank', 'much', 'many', 'challenge', 'much', 'rejoice', 'sparkles']",1
6236,"['kudos', 'bench', 'bruce', 'help', 'team', 'ride', 'pine', 'game', 'win', 'discussion']",1
6237,"['self', 'hatred', 'give', 'rise', 'fury', 'fury', 'desire', 'self', 'change']",1
6238,"['white', 'prick', 'laugh', 'use', 'language', 'cry', 'coffin', 'rejoice', 'another']",0
6239,"['kid', 'pool', 'yell', 'get', 'foot']",0
6240,"['thenicebot', 'indian', 'thought', 'holiday', 'could', 'get', 'cheerful', 'met']",1
6241,"['finally', 'make', 'guide', 'let', 'know', 'thought']",0
6242,"['worried', 'someday', 'yell', 'kid', 'confuse', 'serious', 'damn', 'playful', 'face', 'crying', 'loudly']",0
6243,"['sad', 'truth']",0
6244,"['huh', 'perhaps', 'dreary', 'get', 'along', 'well']",1
6245,"['aye', 'man', 'fume']",0
6246,"['anyone', 'else', 'find', 'anniversary', 'window', 'update', 'complete']",1
6247,"['happy', 'next', 'class', 'cancel', 'tire', 'face', 'crying', 'loudly']",0
6248,"['like', 'surely', 'somebody', 'help', 'deal', 'social', 'anxiety']",0
6249,"['straight', 'people', 'even', 'arse', 'straight', 'guy', 'think', 'mean', 'threesome', 'fine']",0
6250,"['offend', 'joy', 'rolling', 'face', 'crying', 'tears', 'with', 'of', 'eyes', 'loudly']",0
6251,"['trolley', 'die', 'gon', 'die', 'lifeisnotafairytale']",0
6252,"['life', 'please', 'others', 'confused', 'face']",0
6253,"['aid', 'physic', 'question', 'naidu', 'gon', 'ask', 'tristan', 'cause', 'wan', 'aggravate']",0
6254,"['groove', 'part', 'affront', 'common', 'decency', 'way', 'agrees']",1
6255,"['even', 'level', 'rodo', 'still', 'manage', 'play', 'god', 'damn', 'awful']",0
6256,"['get', 'weird', 'thank', 'note', 'bad', 'total', 'silence', 'acknowledgement']",0
6257,"['new', 'breezy', 'tiller', 'fire']",0
6258,"['due', 'big', 'change', 'pray', 'think', 'deserve']",1
6259,"['haydon', 'take', 'attention', 'happily', 'perch', 'worship', 'shoulder', 'sulk', 'jehan', 'accidentally', 'cause', 'tiny', 'erosion']",1
6260,"['three', 'year', 'old', 'ask', 'trump', 'bad', 'man', 'like', 'bully', 'say', 'yes', 'bully', 'son', 'say', 'mute']",1
6261,"['moment', 'day', 'start', 'plaster', 'smile', 'face']",0
6262,"['bower', 'drove', 'evening']",0
6263,"['possibly', 'bought', 'player', 'buy', 'glen', 'minority', 'owner']",1
6264,"['learn', 'year', 'one', 'mind', 'make', 'diminishes', 'fear', 'rosa', 'park']",1
6265,"['start', 'countdown', 'clock', 'report', 'pompous', 'bully', 'liar', 'christie', 'ask', 'president', 'hrc', 'pardon']",0
6266,"['maybe', 'ask', 'study', 'hard', 'get', 'job', 'like', 'way', 'dreadful']",1
6267,"['call', 'pessimist', 'think', 'therapy', 'fix', 'whatever', 'wrong', 'anthony', 'weiner']",0
6268,['heather'],1
6269,"['stay', 'dubai', 'disappointed', 'face']",0
6270,"['ink', 'time', 'around', 'hard', 'hurt', 'already', 'miss', 'much']",1
6271,"['today', 'gift', 'call', 'present']",1
6272,"['maybe', 'also', 'attack', 'tom', 'rabid', 'fan', 'clothes', 'always', 'perfect', 'also', 'put']",0
6273,"['panic', 'attack', 'call', 'real', 'fan', 'make', 'mad', 'like', 'dont', 'even', 'word', 'plain', 'people', 'give']",0
6274,"['bitch', 'worry', 'worry', 'rolling', 'face', 'with', 'weary', 'eyes']",0
6275,"['know', 'slightly', 'high', 'state', 'sober', 'high', 'beautiful', 'wish', 'could', 'feel', 'like']",1
6276,"['ask', 'jared', 'marry', 'say']",0
6277,"['make', 'night', 'reid', 'include', 'tonight', 'hilarity', 'point', 'brilliant', 'thanks']",1
6278,"['talk', 'mood', 'pickup', 'depressed', 'elate', 'fast']",1
6279,"['the', 'rejoice', 'gladness', 'the', 'renew', 'love', 'the', 'rejoice', 'singing']",1
6280,"['train', 'pitch', 'black', 'outside', 'idea']",1
6281,"['get', 'bitch', 'depress']",0
6282,"['quite', 'simply', 'ever', 'use']",0
6283,"['start', 'watch', 'glee', 'week', 'addict', 'eyes', 'with', 'rolling', 'face']",1
6284,"['block', 'try', 'discourage']",1
6285,"['friend', 'send', 'gallon', 'firework', 'text']",0
6286,"['not', 'sorry', 'sad', 'nothing', 'important', 'world', 'grieve']",1
6287,"['get', 'discourage', 'maybe', 'prayer', 'divine', 'intervention', 'help', 'would', 'help']",1
6288,"['watch', 'amaze', 'live', 'broadcast']",1
6289,"['know', 'anything', 'football', 'help', 'start']",0
6290,"['aside', 'please', 'individual', 'involved', 'pleasure', 'come', 'pleasure']",1
6291,"['someone', 'set', 'fire', 'alarm', 'angry', 'middle', 'moisturising', 'elbow']",0
6292,"['happy', 'everyone', 'hop', 'world', 'become', 'well', 'place', 'less', 'division', 'happiness', 'keep', 'smiling', 'smiling', 'face', 'heart', 'mouth', 'red', 'with', '&', 'open', 'eyes']",1
6293,"['good', 'start', 'day', 'forget', 'set', 'well', 'eyes', 'smiling', 'face', 'mouth', 'with', '&', 'open', 'closed']",1
6294,"['whole', 'thread', 'jovial', 'fun', 'comment', 'like', 'full', 'misogyny']",0
6295,"['month', 'leave', 'possess', 'undergraduate', 'degree', 'feel', 'like', 'handle', 'adulthood', 'anymore']",0
6296,"['really', 'wan', 'take', 'advantage', 'gym', 'shy']",0
6297,['offend'],0
6298,"['please', 'tell', 'protest', 'injustice', 'require', 'terrible', 'optic', 'true', 'leader']",0
6299,"['minute', 'yoga', 'breakfast', 'routine', 'change', 'day']",1
6300,"['typical', 'shake', 'banana', 'almond', 'milk', 'tbsp', 'chia', 'protein', 'sometimes', 'add', 'ice', 'fruit']",0
6301,"['make', 'buddy', 'cry', 'bitch', 'wait', 'revenge', 'tone', 'OK', 'light', 'hand', 'skin']",0
6302,"['eve', 'izzy', 'paige', 'cheerfully', 'sing', 'song', 'together']",1
6303,"['people', 'right', 'unacceptable']",0
6304,"['hate', 'bakewell', 'tart', 'anything', 'taste', 'almond', 'essence', 'horrid']",0
6305,"['get', 'hit', 'breezy', 'every', 'day', 'make', 'sure', 'break', 'boot', 'first', 'class', 'friend', 'right']",1
6306,"['miami', 'proficiency', 'like', 'please', 'name', 'miami', 'beach', 'pike']",0
6307,"['goddamn', 'headache']",0
6308,"['yet', 'another', 'night', 'stay', 'eyes', 'with', 'smiling', 'face']",0
6309,"['last', 'night', 'rev', 'earl', 'johnson', 'speak', 'wake', 'progressive', 'transform', 'effective', 'political']",1
6310,"['forget', 'test', 'could', 'save', 'cat', 'poodle']",1
6311,"['doctor', 'give', 'flower', 'extract', 'relieve', 'anxiety', 'reduce', 'panic', 'attack']",1
6312,"['tell', 'order', 'ship', 'sept', 'arrive', 'sept', 'today', 'neutral', 'face']",0
6313,"['mourinho', 'horrid']",0
6314,"['could', 'see', 'local', 'mall', 'school', 'football', 'game', 'dishearten']",0
6315,"['folk', 'flight', 'hour', 'late', 'departing', 'ely', 'get', 'refund', 'please']",0
6316,"['get', 'cable', 'hook', 'new', 'place', 'time', 'premier', 'like', 'god', 'smile']",1
6317,"['horrible', 'person', 'gag', 'see', 'people', 'quote']",0
6318,"['guy', 'use', 'type', 'language', 'save', 'rag']",0
6319,"['mad', 'injustice', 'smash', 'neighbour', 'windows', 'make', 'perfect', 'sense']",0
6320,"['good', 'luck', 'fury', 'haney', 'player', 'play', 'weekend', 'future', 'star', 'showcase', 'fresco', 'town']",1
6321,"['awe', 'bias', 'care', 'people', 'money']",0
6322,"['probably', 'hunger', 'depression', 'dissociate', 'equal', 'weird', 'time', 'anything', 'else']",0
6323,"['blue', 'blue']",0
6324,"['never', 'bring', 'back', 'meech', 'bridget', 'cry', 'someone', 'look', 'ugh', 'bridget']",0
6325,"['chip', 'get', 'dull', 'nail', 'look', 'perfect', 'whole', 'time', 'except', 'grown', 'joy', 'face', 'tears', 'of', 'with']",1
6326,"['cross', 'party', 'group', 'crofting', 'meeting', 'tonight', 'suspect', 'lively', 'meet']",1
6327,"['scotland', 'right', 'winger', 'rabid', 'anti', 'nationalist', 'socialists', 'mostly', 'favour']",0
6328,"['let', 'fear', 'hold', 'back', 'want', 'use', 'power', 'push', 'towards', 'goal', 'fear', 'action']",1
6329,"['insure', 'good', 'health', 'eat', 'lightly', 'breathe', 'deeply', 'live', 'moderately', 'cultivate', 'cheerfulness', 'maintain', 'interest', 'life']",1
6330,"['roy', 'fiery']",0
6331,"['love', 'new', 'song', 'stop', 'thinking']",1
6332,"['please', 'put', 'leave', 'turn', 'signal', 'williams', 'ivan', 'allen', 'bleed', 'absolutely', 'ridiculous']",0
6333,"['live', 'simply', 'dream', 'big', 'grateful', 'give', 'love', 'laugh', 'lot', 'unknown']",1
6334,"['dem', 'panic', 'mode', 'know']",0
6335,"['teen', 'son', 'leave', 'car', 'get', 'haircuts', 'pray', 'storm', 'make', 'home', 'safely']",1
6336,"['red', 'sox', 'team', 'equivalent', 'tiger', 'wood', 'heyday', 'mercy']",0
6337,"['get', 'say', 'put', 'whoever', 'support', 'people', 'decision', 'discourage']",1
6338,"['invest', 'still', 'one', 'player', 'idolized', 'barra', 'delight', 'watch', 'tell']",1
6339,"['bet', 'papal', 'good', 'time', 'rejoice', 'heaven', 'first', 'birthday']",0
6340,"['follow', 'snapshot', 'carlabtst', 'ghost']",0
6341,"['police', 'atlanta', 'rapper', 'shanty', 'kill', 'fiery', 'car', 'crash']",0
6342,"['color', 'leave', 'change', 'heatwave', 'still', 'rag', 'latter', 'make', 'batch', 'visit', 'pumpkin', 'patch']",1
6343,"['north', 'america', 'sweden', 'exhilarate', 'hockey', 'ever', 'watch', 'wow', 'mackinnons', 'mitts', 'silky', 'cold', 'smiling', 'face', 'sweat', 'mouth', 'with', '&', 'open']",0
6344,"['awful', 'switch']",0
6345,"['absolutely', 'believe', 'generosity', 'pour', 'give', 'everything', 'nick', 'healthy', 'happy']",1
6346,"['lose', 'somebody', 'close', 'heart', 'lose', 'well', 'broken', 'heart']",0
6347,"['sometimes', 'sad', 'remember', 'margaret', 'thatcher', 'dead', 'rejoice']",0
6348,"['make', 'sure', 'young', 'break-in', 'sling', 'quick', 'vote']",1
6349,"['really', 'hit', 'flavour', 'sparkle', 'water', 'rap', 'know', 'trip', 'half', 'french', 'spanish', 'flavour']",0
6350,"['val', 'nervous', 'breakdown']",0
6351,"['news', 'leg', 'hurt']",0
6352,"['unixware', 'skydiver', 'coke', 'hearty', 'enactment', 'blame', 'online', 'hephxho']",0
6353,"['cheer', 'clapping', 'assume']",0
6354,['state'],0
6355,"['heartbeat', 'forever', 'stumble', 'memory', 'thing', 'past']",0
6356,"['bloody', 'hell', 'pam', 'calm', 'could', 'swear', 'something', 'black', 'hairy', 'run', 'across', 'carpet']",0
6357,"['turn', 'shit', 'home', 'button', 'accessibility', 'when', 'innovation', 'become', 'mind', 'fucker']",0
6358,"['hope', 'never', 'day', 'without', 'something', 'make', 'smile', 'deserve', 'good', 'thing', 'please', 'follow', 'purple', 'heart', 'yellow', 'green', 'blue', 'red']",1
6359,"['heart', 'heavy', 'lose', 'furry', 'family', 'member', 'remember', 'max', 'ozzie', 'forever', 'friend', 'smiling', 'face', 'dog', 'with', 'halo']",0
6360,"['fear', 'know', 'come', 'back']",0
6361,"['connor', 'say', 'worried', 'jack', 'steal', 'girl', 'night']",0
6362,['serious'],0
6363,"['good', 'night', 'twitter', 'world', 'wish', 'good', 'sleep', 'productive', 'jovial', 'day']",1
6364,"['speech', 'however', 'mention', 'foreign', 'hand', 'fund', 'terrorism', 'country', 'thumbs', 'up']",0
6365,"['morning', 'time', 'purpose']",1
6366,"['want', 'achieve', 'level', 'optimism']",1
6367,"['true', 'well', 'say', 'seem', 'old', 'fashion', 'look', 'back', 'like', 'robbie', 'loving', 'movie']",0
6368,"['literally', 'eat', 'creamy', 'pesto', 'pasta', 'top', 'grilled', 'chicken', 'sun', 'dry', 'tomato', 'asparagus', 'pine', 'nut', 'every', 'single', 'day', 'life']",0
6369,"['martin', 'roth', 'leave', 'shoe', 'effect', 'bright', 'talented', 'foreigner', 'make', 'feel', 'unwelcome', 'leave']",0
6370,"['move', 'day']",1
6371,"['may', 'send', 'copy', 'either', 'book', 'real', 'paper', 'one', 'boy', 'greyhound']",0
6372,"['life', 'peckham', 'south', 'london', 'guru', 'big']",1
6373,"['look', 'forward', 'hop', 'lot', 'stetson', 'tilt', 'rueful', 'look', 'whiskey', 'glass']",0
6374,"['human', 'race', 'one', 'really', 'effective', 'weapon', 'laughter', 'mark', 'twain']",1
6375,"['ceo', 'charity', 'could', 'reasonably', 'eec', 'attempt', 'crudely', 'inflame', 'tension']",0
6376,"['mmmm', 'may', 'point', 'thought', 'twitter', 'get', 'dull', 'lamination', 'joy', 'face', 'tears', 'of', 'with']",1
6377,"['start', 'good', 'day', 'without', 'cup', 'tea']",0
6378,"['look', 'soon', 'man', 'start', 'loose', 'weight', 'panic']",0
6379,"['nice', 'show', 'guy', 'support', 'eec', 'cheer', 'oct', 'smiling', 'sunglasses', 'face', 'up', 'thumbs', 'with', 'winking']",1
6380,"['assure', 'plenty', 'salt', 'keep', 'brightly', 'stay', 'life', 'keep', 'plenty']",1
6381,"['make', 'great', 'taste', 'shake', 'word', 'describe', 'tone', 'smiling', 'face', 'OK', 'light', 'mouth', 'hand', 'with', 'skin', 'open']",1
6382,"['seem', 'like', 'appreciate', 'good', 'review', 'apology', 'concern', 'year', 'ago']",1
6383,"['wow', 'housing', 'market', 'place', 'buy', 'range', 'crying', 'face']",0
6384,"['mix', 'win', 'score', 'move', 'fume', 'would', 'easy']",0
6385,"['mexican', 'lady', 'irritate', 'fuck', 'outta', 'lil', 'preschool', 'fuck', 'kid', 'welfare', 'allllat']",0
6386,"['make', 'feel', 'vigorous', 'fine', 'kill', 'say', 'hestia', 'display', 'despair', 'rather', 'joyful']",0
6387,"['luv', 'see', 'man', 'scowl', 'face', 'walk', 'protein', 'shaker', 'clench', 'fist', 'immediately', 'stop', 'suck', 'dick']",0
6388,"['bunk', 'class', 'least', 'life', 'time', 'cut', 'later', 'look', 'back', 'good', 'mark', 'make', 'happy', 'memory', 'apt', 'books', 'smiling', 'face', 'with', 'eyes']",1
6389,"['sorrow', 'grim', 'reminder', 'bad', 'video', 'game', 'could', 'get', 'bit', 'trigger', 'happy', 'time', 'rip']",0
6390,"['poor', 'service', 'tonight', 'find', 'season', 'ticket', 'holder', 'seat', 'purchase', 'online', 'force', 'move', 'away']",0
6391,"['boy', 'nightmare']",0
6392,['chirp'],0
6393,"['straight', 'people', 'canoodle', 'quad']",0
6394,"['first', 'weekend', 'fall', 'let', 'see', 'stay', 'disciplined', 'season', 'goal']",1
6395,"['think', 'holiday', 'could', 'get', 'cheerful', 'met']",1
